Latitude,Longitude,Altitude,Date,Time
16.462975,80.506790,35.500000,N/A,12:28:25
16.462975,80.506790,35.500000,N/A,12:28:25
16.463030,80.506653,34.400002,N/A,12:28:56
16.463030,80.506653,34.400002,N/A,12:28:56
16.463030,80.506653,34.400002,N/A,12:28:56
16.463146,80.506584,34.599998,N/A,12:29:27
16.463146,80.506584,34.599998,N/A,12:29:27
16.463146,80.506584,34.599998,N/A,12:29:27
16.463270,80.506584,35.799999,N/A,12:29:58
16.463270,80.506584,35.799999,N/A,12:29:58
16.463305,80.506577,35.799999,20-4-2024,12:30:18
16.463398,80.506500,36.599998,20-4-2024,12:30:39
16.463398,80.506500,36.599998,20-4-2024,12:30:39
16.463434,80.506531,36.599998,20-4-2024,12:30:59
16.463434,80.506531,36.599998,20-4-2024,12:30:59
16.463430,80.506554,37.400002,20-4-2024,12:31:20
16.463430,80.506554,37.400002,20-4-2024,12:31:20
16.463430,80.506554,37.400002,20-4-2024,12:31:20
16.463821,80.506905,28.600000,20-4-2024,12:31:51
16.463821,80.506905,28.600000,20-4-2024,12:31:51
16.464275,80.507378,28.600000,20-4-2024,12:32:11
16.464275,80.507378,28.600000,20-4-2024,12:32:11
16.464287,80.507439,18.500000,20-4-2024,12:32:32
16.464287,80.507439,18.500000,20-4-2024,12:32:32
16.464279,80.507469,18.500000,20-4-2024,12:32:52
16.464279,80.507469,18.500000,20-4-2024,12:32:52
16.464296,80.507721,9.500000,20-4-2024,12:33:13
16.464296,80.507721,9.500000,20-4-2024,12:33:13
16.464296,80.507721,9.500000,20-4-2024,12:33:13
16.464279,80.507805,6.300000,20-4-2024,12:33:44
16.464279,80.507805,6.300000,20-4-2024,12:33:44
16.464289,80.507828,6.300000,20-4-2024,12:34:04
16.464289,80.507828,6.300000,20-4-2024,12:34:04
16.464289,80.507828,6.300000,20-4-2024,12:34:25
16.464289,80.507828,6.300000,20-4-2024,12:34:25
16.464289,80.507828,6.300000,20-4-2024,12:34:25
16.464289,80.507828,6.300000,20-4-2024,12:34:25
16.464941,80.508583,-13.700000,20-4-2024,12:35:06
16.464941,80.508583,-13.700000,20-4-2024,12:35:06
16.465004,80.508255,19.100000,20-4-2024,12:35:37
16.465004,80.508255,19.100000,20-4-2024,12:35:37
16.465004,80.508255,19.100000,20-4-2024,12:35:37
16.464931,80.508102,35.000000,20-4-2024,12:36:08
16.464931,80.508102,35.000000,20-4-2024,12:36:08
16.464935,80.507973,35.000000,20-4-2024,12:36:28
16.464935,80.507973,35.000000,20-4-2024,12:36:28
16.464979,80.507797,51.400002,20-4-2024,12:36:49
16.464979,80.507797,51.400002,20-4-2024,12:36:49
16.464973,80.507744,51.400002,20-4-2024,12:37:09
16.464973,80.507744,51.400002,20-4-2024,12:37:09
16.465033,80.507561,39.000000,20-4-2024,12:37:30
16.465033,80.507561,39.000000,20-4-2024,12:37:30
16.465033,80.507561,39.000000,20-4-2024,12:37:30
16.465136,80.507286,49.000000,20-4-2024,12:38:01
16.465136,80.507286,49.000000,20-4-2024,12:38:01
16.465136,80.507286,49.000000,20-4-2024,12:38:01
16.464867,80.507072,47.599998,20-4-2024,12:38:32
16.464867,80.507072,47.599998,20-4-2024,12:38:32
16.464867,80.507072,47.599998,20-4-2024,12:38:32
16.464657,80.507027,46.299999,20-4-2024,12:39:03
16.464657,80.507027,46.299999,20-4-2024,12:39:03
16.464537,80.506973,46.299999,20-4-2024,12:39:23
16.464537,80.506973,46.299999,20-4-2024,12:39:23
16.464411,80.506981,63.299999,20-4-2024,12:39:44
16.464411,80.506981,63.299999,20-4-2024,12:39:44
16.464411,80.506981,63.299999,20-4-2024,12:39:44
16.464228,80.506989,88.500000,20-4-2024,12:40:15
16.464228,80.506989,88.500000,20-4-2024,12:40:15
16.464191,80.507011,88.500000,20-4-2024,12:40:35
16.464191,80.507011,88.500000,20-4-2024,12:40:35
16.464176,80.507019,85.099998,20-4-2024,12:40:56
16.464176,80.507019,85.099998,20-4-2024,12:40:56
16.464176,80.507019,85.099998,20-4-2024,12:40:56
16.464146,80.507004,87.599998,20-4-2024,12:41:27
16.464146,80.507004,87.599998,20-4-2024,12:41:27
16.464146,80.507004,87.599998,20-4-2024,12:41:27
16.464111,80.507011,88.800003,20-4-2024,12:41:58
16.464111,80.507011,88.800003,20-4-2024,12:41:58
16.464111,80.507011,88.800003,20-4-2024,12:41:58
16.463894,80.507011,89.900002,20-4-2024,12:42:29
16.463894,80.507011,89.900002,20-4-2024,12:42:29
16.463768,80.507027,89.900002,20-4-2024,12:42:49
16.463768,80.507027,89.900002,20-4-2024,12:42:49
16.463614,80.507080,91.900002,20-4-2024,12:43:10
16.463614,80.507080,91.900002,20-4-2024,12:43:10
16.463614,80.507080,91.900002,20-4-2024,12:43:10
16.463614,80.507080,91.900002,20-4-2024,12:43:10
16.463291,80.506996,108.200000,20-4-2024,12:43:51
16.463291,80.506996,108.200000,20-4-2024,12:43:51
16.463291,80.506996,108.200000,20-4-2024,12:43:51
16.463013,80.507027,105.400000,20-4-2024,12:44:22
16.463013,80.507027,105.400000,20-4-2024,12:44:22
16.463013,80.507027,105.400000,20-4-2024,12:44:22
16.462767,80.507095,108.100000,20-4-2024,12:44:53
16.462767,80.507095,108.100000,20-4-2024,12:44:53
16.462767,80.507095,108.100000,20-4-2024,12:44:53
16.462498,80.507111,106.800000,20-4-2024,12:45:24
16.462498,80.507111,106.800000,20-4-2024,12:45:24
16.462343,80.507095,106.800000,20-4-2024,12:45:44
16.462343,80.507095,106.800000,20-4-2024,12:45:44
16.462132,80.507057,93.300003,20-4-2024,12:46:05
16.462132,80.507057,93.300003,20-4-2024,12:46:05
16.461933,80.507034,93.300003,20-4-2024,12:46:25
16.461933,80.507034,93.300003,20-4-2024,12:46:25
16.461697,80.507042,66.900002,20-4-2024,12:46:46
16.461697,80.507042,66.900002,20-4-2024,12:46:46
16.461529,80.507072,66.900002,20-4-2024,12:47:06
16.461529,80.507072,66.900002,20-4-2024,12:47:06
16.461329,80.507072,42.500000,20-4-2024,12:47:27
16.461329,80.507072,42.500000,20-4-2024,12:47:27
16.461329,80.507072,42.500000,20-4-2024,12:47:27
16.461164,80.507095,36.799999,20-4-2024,12:47:58
16.461164,80.507095,36.799999,20-4-2024,12:47:58
16.461164,80.507095,36.799999,20-4-2024,12:47:58
16.461113,80.507111,35.099998,20-4-2024,12:48:29
16.461113,80.507111,35.099998,20-4-2024,12:48:29
16.461113,80.507111,35.099998,20-4-2024,12:48:29
16.461103,80.507118,30.799999,20-4-2024,12:49:00
16.461103,80.507118,30.799999,20-4-2024,12:49:00
16.461103,80.507118,30.799999,20-4-2024,12:49:00
16.461086,80.507133,27.799999,20-4-2024,12:49:31
16.461086,80.507133,27.799999,20-4-2024,12:49:31
16.461086,80.507133,27.799999,20-4-2024,12:49:31
16.461075,80.507133,24.200001,20-4-2024,12:50:02
16.461075,80.507133,24.200001,20-4-2024,12:50:02
16.461075,80.507133,24.200001,20-4-2024,12:50:02
16.460932,80.507111,21.100000,20-4-2024,12:50:33
16.460932,80.507111,21.100000,20-4-2024,12:50:33
16.460932,80.507111,21.100000,20-4-2024,12:50:33
16.460808,80.507103,24.000000,20-4-2024,12:51:04
16.460808,80.507103,24.000000,20-4-2024,12:51:04
16.460808,80.507103,24.000000,20-4-2024,12:51:04
16.460659,80.507118,29.400000,20-4-2024,12:51:35
16.460659,80.507118,29.400000,20-4-2024,12:51:35
16.460659,80.507118,29.400000,20-4-2024,12:51:35
16.460449,80.507088,26.500000,20-4-2024,12:52:06
16.460449,80.507088,26.500000,20-4-2024,12:52:06
16.460348,80.507095,26.500000,20-4-2024,12:52:26
16.460348,80.507095,26.500000,20-4-2024,12:52:26
16.460199,80.507072,24.700001,20-4-2024,12:52:47
16.460199,80.507072,24.700001,20-4-2024,12:52:47
16.460199,80.507072,24.700001,20-4-2024,12:52:47
16.460209,80.507004,25.799999,20-4-2024,12:53:18
16.460209,80.507004,25.799999,20-4-2024,12:53:18
16.460209,80.507004,25.799999,20-4-2024,12:53:18
16.460419,80.507019,28.200001,20-4-2024,12:53:49
16.460419,80.507019,28.200001,20-4-2024,12:53:49
16.460419,80.507019,28.200001,20-4-2024,12:53:49
16.460621,80.507034,31.000000,20-4-2024,12:54:20
16.460621,80.507034,31.000000,20-4-2024,12:54:20
16.460808,80.507011,31.000000,20-4-2024,12:54:40
16.460808,80.507011,31.000000,20-4-2024,12:54:40
16.461000,80.506996,26.100000,20-4-2024,12:55:01
16.461000,80.506996,26.100000,20-4-2024,12:55:01
16.461164,80.507004,26.100000,20-4-2024,12:55:21
16.461164,80.507004,26.100000,20-4-2024,12:55:21
16.461348,80.506996,27.900000,20-4-2024,12:55:42
16.461348,80.506996,27.900000,20-4-2024,12:55:42
16.461348,80.506996,27.900000,20-4-2024,12:55:42
16.461584,80.506989,25.799999,20-4-2024,12:56:13
16.461584,80.506989,25.799999,20-4-2024,12:56:13
16.461584,80.506989,25.799999,20-4-2024,12:56:13
16.461834,80.506996,25.400000,20-4-2024,12:56:44
16.461834,80.506996,25.400000,20-4-2024,12:56:44
16.462322,80.506958,22.500000,N/A,13:22:28
16.462322,80.506958,22.500000,N/A,13:22:28
16.462322,80.506958,22.500000,N/A,13:22:28
16.462563,80.506935,20.799999,N/A,13:22:59
16.462563,80.506935,20.799999,N/A,13:22:59
16.462618,80.506935,20.799999,20-4-2024,13:23:19
16.462795,80.506958,18.100000,20-4-2024,13:23:40
16.462795,80.506958,18.100000,20-4-2024,13:23:40
16.462954,80.506973,18.100000,20-4-2024,13:24:00
16.462954,80.506973,18.100000,20-4-2024,13:24:00
16.463108,80.507019,20.900000,20-4-2024,13:24:21
16.463108,80.507019,20.900000,20-4-2024,13:24:21
16.463108,80.507019,20.900000,20-4-2024,13:24:21
16.463299,80.507179,22.400000,20-4-2024,13:24:52
16.463299,80.507179,22.400000,20-4-2024,13:24:52
16.463299,80.507179,22.400000,20-4-2024,13:24:52
16.463285,80.507370,26.700001,20-4-2024,13:25:23
16.463285,80.507370,26.700001,20-4-2024,13:25:23
16.463179,80.507507,26.700001,20-4-2024,13:25:43
16.463179,80.507507,26.700001,20-4-2024,13:25:43
16.463184,80.507591,37.900002,20-4-2024,13:26:04
16.463184,80.507591,37.900002,20-4-2024,13:26:04
16.463217,80.507675,37.900002,20-4-2024,13:26:24
16.463217,80.507675,37.900002,20-4-2024,13:26:24
16.463192,80.507912,36.400002,20-4-2024,13:26:45
16.463192,80.507912,36.400002,20-4-2024,13:26:45
16.463211,80.508057,36.400002,20-4-2024,13:27:05
16.463211,80.508057,36.400002,20-4-2024,13:27:05
16.463232,80.508064,35.900002,20-4-2024,13:27:26
16.463232,80.508064,35.900002,20-4-2024,13:27:26
16.463490,80.508591,20.000000,N/A,00:30:45
16.463490,80.508591,20.000000,N/A,00:30:45
16.463490,80.508591,20.000000,N/A,00:30:45
16.463459,80.508575,19.400000,N/A,00:31:16
16.463459,80.508575,19.400000,N/A,00:31:16
16.463459,80.508575,19.400000,N/A,00:31:16
16.463459,80.508575,19.400000,N/A,00:31:16
16.463531,80.508568,20.200001,N/A,00:31:57
16.463531,80.508568,20.200001,N/A,00:31:57
16.463531,80.508568,20.200001,N/A,00:31:57
16.463791,80.508568,23.000000,N/A,00:32:28
16.463791,80.508568,23.000000,N/A,00:32:28
16.463791,80.508568,23.000000,N/A,00:32:28
16.463984,80.508553,23.000000,N/A,00:32:59
16.463984,80.508553,23.000000,N/A,00:32:59
16.463984,80.508553,23.000000,N/A,00:32:59
16.464203,80.508560,26.600000,N/A,00:33:30
16.464203,80.508560,26.600000,N/A,00:33:30
16.464203,80.508560,26.600000,N/A,00:33:30
16.464355,80.508568,27.799999,N/A,00:34:01
16.464355,80.508568,27.799999,N/A,00:34:01
16.464355,80.508568,27.799999,N/A,00:34:01
16.464365,80.508575,27.500000,N/A,00:34:32
16.464365,80.508575,27.500000,N/A,00:34:32
16.464365,80.508575,27.500000,N/A,00:34:32
16.464371,80.508575,26.100000,N/A,00:35:03
16.464371,80.508575,26.100000,N/A,00:35:03
16.464191,80.507072,34.599998,N/A,12:45:38
16.464191,80.507072,34.599998,N/A,12:45:38
16.464191,80.507088,34.599998,21-4-2024,12:45:58
16.464191,80.507088,34.599998,21-4-2024,12:45:58
16.464209,80.507103,38.799999,21-4-2024,12:46:19
16.464209,80.507103,38.799999,21-4-2024,12:46:19
16.464209,80.507103,38.799999,21-4-2024,12:46:19
16.464205,80.507103,43.000000,21-4-2024,12:46:50
16.464205,80.507103,43.000000,21-4-2024,12:46:50
16.464205,80.507103,43.000000,21-4-2024,12:46:50
16.464207,80.507088,40.799999,21-4-2024,12:47:21
16.464207,80.507088,40.799999,21-4-2024,12:47:21
16.464222,80.507187,40.799999,21-4-2024,12:47:41
16.464222,80.507187,40.799999,21-4-2024,12:47:41
16.464233,80.507355,39.299999,21-4-2024,12:48:02
16.464233,80.507355,39.299999,21-4-2024,12:48:02
16.464233,80.507355,39.299999,21-4-2024,12:48:02
16.464214,80.507607,34.200001,21-4-2024,12:48:33
16.464214,80.507607,34.200001,21-4-2024,12:48:33
16.464214,80.507607,34.200001,21-4-2024,12:48:33
16.464460,80.507881,31.200001,21-4-2024,12:49:04
16.464460,80.507881,31.200001,21-4-2024,12:49:04
16.464571,80.507980,31.200001,21-4-2024,12:49:24
16.464571,80.507980,31.200001,21-4-2024,12:49:24
16.464722,80.507996,26.200001,21-4-2024,12:49:45
16.464722,80.507996,26.200001,21-4-2024,12:49:45
16.464722,80.507996,26.200001,21-4-2024,12:49:45
16.464668,80.508018,34.400002,21-4-2024,12:50:16
16.464668,80.508018,34.400002,21-4-2024,12:50:16
16.464668,80.508018,34.400002,21-4-2024,12:50:16
16.464668,80.508018,34.400002,21-4-2024,12:50:16
16.464569,80.508057,44.000000,21-4-2024,12:50:57
16.464569,80.508057,44.000000,21-4-2024,12:50:57
16.464569,80.508057,44.000000,21-4-2024,12:50:57
16.464415,80.507774,42.900002,21-4-2024,12:51:28
16.464415,80.507774,42.900002,21-4-2024,12:51:28
16.464415,80.507774,42.900002,21-4-2024,12:51:28
16.464321,80.507484,31.900000,21-4-2024,12:51:59
16.464321,80.507484,31.900000,21-4-2024,12:51:59
16.464321,80.507484,31.900000,21-4-2024,12:51:59
16.464315,80.507248,27.100000,21-4-2024,12:52:30
16.464315,80.507248,27.100000,21-4-2024,12:52:30
16.464315,80.507248,27.100000,21-4-2024,12:52:30
16.464148,80.507088,32.700001,21-4-2024,12:53:01
16.464148,80.507088,32.700001,21-4-2024,12:53:01
16.464148,80.507088,32.700001,21-4-2024,12:53:01
16.463884,80.506950,54.799999,21-4-2024,12:53:32
16.463884,80.506950,54.799999,21-4-2024,12:53:32
16.463884,80.506950,54.799999,21-4-2024,12:53:32
16.463606,80.506935,63.900002,21-4-2024,12:54:03
16.463606,80.506935,63.900002,21-4-2024,12:54:03
16.463606,80.506935,63.900002,21-4-2024,12:54:03
16.463314,80.507050,63.299999,21-4-2024,12:54:34
16.463314,80.507050,63.299999,21-4-2024,12:54:34
16.463314,80.507050,63.299999,21-4-2024,12:54:34
16.461018,80.507141,18.500000,21-4-2024,N/A
16.461018,80.507141,18.500000,21-4-2024,N/A
16.461018,80.507141,18.500000,21-4-2024,N/A
16.461199,80.507141,17.200001,21-4-2024,N/A
16.461199,80.507141,17.200001,21-4-2024,N/A
16.461199,80.507141,17.200001,21-4-2024,N/A
16.461433,80.507141,17.799999,21-4-2024,N/A
16.461433,80.507141,17.799999,21-4-2024,N/A
16.461433,80.507141,17.799999,21-4-2024,N/A
16.461607,80.507141,17.600000,21-4-2024,N/A
16.461607,80.507141,17.600000,21-4-2024,N/A
16.461607,80.507141,17.600000,21-4-2024,N/A
16.461788,80.507133,15.100000,21-4-2024,N/A
16.461788,80.507133,15.100000,21-4-2024,N/A
16.461788,80.507133,15.100000,21-4-2024,N/A
16.461971,80.507133,13.600000,21-4-2024,N/A
16.461971,80.507133,13.600000,21-4-2024,N/A
16.461971,80.507133,13.600000,21-4-2024,N/A
16.462128,80.507118,11.500000,21-4-2024,N/A
16.462128,80.507118,11.500000,21-4-2024,N/A
16.462128,80.507118,11.500000,21-4-2024,N/A
16.462299,80.507103,9.400000,21-4-2024,N/A
16.462299,80.507103,9.400000,21-4-2024,N/A
16.462299,80.507103,9.400000,21-4-2024,N/A
16.462467,80.507088,8.300000,21-4-2024,N/A
16.462467,80.507088,8.300000,21-4-2024,N/A
16.462467,80.507088,8.300000,21-4-2024,N/A
16.462648,80.507080,7.500000,21-4-2024,N/A
16.462648,80.507080,7.500000,21-4-2024,N/A
16.462648,80.507080,7.500000,21-4-2024,N/A
16.462860,80.507065,11.400000,21-4-2024,N/A
16.462860,80.507065,11.400000,21-4-2024,N/A
16.462860,80.507065,11.400000,21-4-2024,N/A
16.463047,80.507080,14.000000,21-4-2024,N/A
16.463047,80.507080,14.000000,21-4-2024,N/A
16.463047,80.507080,14.000000,21-4-2024,N/A
16.463253,80.507111,11.200000,21-4-2024,N/A
16.463253,80.507111,11.200000,21-4-2024,N/A
16.463253,80.507111,11.200000,21-4-2024,N/A
16.463308,80.507248,10.100000,21-4-2024,N/A
16.463308,80.507248,10.100000,21-4-2024,N/A
16.463308,80.507248,10.100000,21-4-2024,N/A
16.463310,80.507408,10.900000,21-4-2024,N/A
16.463310,80.507408,10.900000,21-4-2024,N/A
16.463310,80.507408,10.900000,21-4-2024,N/A
16.463343,80.507607,9.500000,21-4-2024,N/A
16.463343,80.507607,9.500000,21-4-2024,N/A
16.463343,80.507607,9.500000,21-4-2024,N/A
16.463352,80.507858,10.900000,21-4-2024,N/A
16.463352,80.507858,10.900000,21-4-2024,N/A
16.463383,80.507980,10.900000,21-4-2024,13:10:43
16.463383,80.507980,10.900000,21-4-2024,13:10:43
16.463404,80.508026,13.600000,21-4-2024,N/A
16.463404,80.508026,13.600000,21-4-2024,N/A
16.463404,80.508026,13.600000,21-4-2024,N/A
16.463402,80.508041,14.700000,21-4-2024,N/A
16.463402,80.508041,14.700000,21-4-2024,N/A
16.463402,80.508041,14.700000,21-4-2024,N/A
16.463388,80.508011,14.900000,21-4-2024,N/A
16.463388,80.508011,14.900000,21-4-2024,N/A
16.463388,80.508011,14.900000,21-4-2024,N/A
16.463390,80.508003,15.500000,21-4-2024,N/A
16.463390,80.508003,15.500000,21-4-2024,N/A
16.463390,80.508003,15.500000,21-4-2024,N/A
16.463390,80.508011,14.800000,21-4-2024,N/A
16.463390,80.508011,14.800000,21-4-2024,N/A
16.463390,80.508011,14.800000,21-4-2024,N/A
16.463377,80.508064,17.299999,21-4-2024,N/A
16.463377,80.508064,17.299999,21-4-2024,N/A
16.463377,80.508064,17.299999,21-4-2024,N/A
16.463394,80.508308,21.000000,21-4-2024,N/A
16.463394,80.508308,21.000000,21-4-2024,N/A
16.463394,80.508308,21.000000,21-4-2024,N/A
16.463312,80.508537,26.700001,21-4-2024,N/A
16.463312,80.508537,26.700001,21-4-2024,N/A
16.463312,80.508537,26.700001,21-4-2024,N/A
16.463064,80.508560,24.299999,21-4-2024,N/A
16.463064,80.508560,24.299999,21-4-2024,N/A
16.463064,80.508560,24.299999,21-4-2024,N/A
16.462799,80.508575,25.799999,21-4-2024,N/A
16.462799,80.508575,25.799999,21-4-2024,N/A
16.462799,80.508575,25.799999,21-4-2024,N/A
16.462549,80.508568,26.299999,21-4-2024,N/A
16.462549,80.508568,26.299999,21-4-2024,N/A
16.462549,80.508568,26.299999,21-4-2024,N/A
16.462391,80.508560,23.000000,21-4-2024,N/A
16.462391,80.508560,23.000000,21-4-2024,N/A
16.462391,80.508560,23.000000,21-4-2024,N/A
16.462200,80.508568,20.000000,21-4-2024,N/A
16.462200,80.508568,20.000000,21-4-2024,N/A
16.462200,80.508568,20.000000,21-4-2024,N/A
16.462025,80.508568,15.800000,21-4-2024,N/A
16.462025,80.508568,15.800000,21-4-2024,N/A
16.462025,80.508568,15.800000,21-4-2024,N/A
16.461874,80.508575,15.900000,21-4-2024,N/A
16.461874,80.508575,15.900000,21-4-2024,N/A
16.461874,80.508575,15.900000,21-4-2024,N/A
16.461708,80.508583,15.200000,21-4-2024,N/A
16.461708,80.508583,15.200000,21-4-2024,N/A
16.461708,80.508583,15.200000,21-4-2024,N/A
16.461559,80.508568,14.100000,21-4-2024,N/A
16.461559,80.508568,14.100000,21-4-2024,N/A
16.461559,80.508568,14.100000,21-4-2024,N/A
16.461361,80.508575,15.400000,21-4-2024,N/A
16.461361,80.508575,15.400000,21-4-2024,N/A
16.461361,80.508575,15.400000,21-4-2024,N/A
16.461224,80.508583,16.000000,21-4-2024,N/A
16.461224,80.508583,16.000000,21-4-2024,N/A
16.461224,80.508583,16.000000,21-4-2024,N/A
16.461077,80.508591,18.100000,21-4-2024,N/A
16.461077,80.508591,18.100000,21-4-2024,N/A
16.461077,80.508591,18.100000,21-4-2024,N/A
16.460938,80.508591,18.700001,21-4-2024,N/A
16.460938,80.508591,18.700001,21-4-2024,N/A
16.460938,80.508591,18.700001,21-4-2024,N/A
16.460779,80.508598,19.700001,21-4-2024,N/A
16.460779,80.508598,19.700001,21-4-2024,N/A
16.460779,80.508598,19.700001,21-4-2024,N/A
16.460630,80.508591,18.700001,21-4-2024,N/A
16.460630,80.508591,18.700001,21-4-2024,N/A
16.460630,80.508591,18.700001,21-4-2024,N/A
16.460514,80.508583,20.700001,21-4-2024,N/A
16.460514,80.508583,20.700001,21-4-2024,N/A
16.460514,80.508583,20.700001,21-4-2024,N/A
16.460539,80.508591,21.600000,21-4-2024,N/A
16.460539,80.508591,21.600000,21-4-2024,N/A
16.460539,80.508591,21.600000,21-4-2024,N/A
16.460693,80.508591,16.299999,21-4-2024,N/A
16.460693,80.508591,16.299999,21-4-2024,N/A
16.460693,80.508591,16.299999,21-4-2024,N/A
16.460840,80.508583,13.600000,21-4-2024,N/A
16.460840,80.508583,13.600000,21-4-2024,N/A
16.460840,80.508583,13.600000,21-4-2024,N/A
16.460981,80.508575,15.500000,21-4-2024,N/A
16.460981,80.508575,15.500000,21-4-2024,N/A
16.460981,80.508575,15.500000,21-4-2024,N/A
16.461121,80.508568,14.300000,21-4-2024,N/A
16.461121,80.508568,14.300000,21-4-2024,N/A
16.461226,80.508560,14.300000,21-4-2024,13:25:52
16.461226,80.508560,14.300000,21-4-2024,13:25:52
16.461334,80.508553,12.200000,21-4-2024,N/A
16.461334,80.508553,12.200000,21-4-2024,N/A
16.461334,80.508553,12.200000,21-4-2024,N/A
16.461514,80.508560,15.300000,21-4-2024,N/A
16.461514,80.508560,15.300000,21-4-2024,N/A
16.461514,80.508560,15.300000,21-4-2024,N/A
16.461681,80.508545,11.900000,21-4-2024,N/A
16.461681,80.508545,11.900000,21-4-2024,N/A
16.461681,80.508545,11.900000,21-4-2024,N/A
16.461813,80.508545,12.200000,21-4-2024,N/A
16.461813,80.508545,12.200000,21-4-2024,N/A
16.461813,80.508545,12.200000,21-4-2024,N/A
16.461981,80.508560,10.500000,21-4-2024,N/A
16.461981,80.508560,10.500000,21-4-2024,N/A
16.461981,80.508560,10.500000,21-4-2024,N/A
16.462086,80.508568,11.200000,21-4-2024,N/A
16.462086,80.508568,11.200000,21-4-2024,N/A
16.462086,80.508568,11.200000,21-4-2024,N/A
16.462172,80.508583,11.700000,21-4-2024,N/A
16.462172,80.508583,11.700000,21-4-2024,N/A
16.462172,80.508583,11.700000,21-4-2024,N/A
16.462172,80.508583,11.700000,21-4-2024,N/A
16.462381,80.508575,7.800000,21-4-2024,N/A
16.462381,80.508575,7.800000,21-4-2024,N/A
16.462381,80.508575,7.800000,21-4-2024,N/A
16.462551,80.508575,10.600000,21-4-2024,N/A
16.462551,80.508575,10.600000,21-4-2024,N/A
16.462551,80.508575,10.600000,21-4-2024,N/A
16.462713,80.508575,9.900000,21-4-2024,N/A
16.462925,80.508575,5.300000,21-4-2024,N/A
16.463177,80.508560,8.800000,21-4-2024,N/A
16.463415,80.508553,11.000000,21-4-2024,N/A
16.463415,80.508553,11.000000,21-4-2024,N/A
16.463415,80.508553,11.000000,21-4-2024,N/A
16.463650,80.508560,9.000000,21-4-2024,N/A
16.463650,80.508560,9.000000,21-4-2024,N/A
16.463650,80.508560,9.000000,21-4-2024,N/A
16.463886,80.508553,11.400000,21-4-2024,N/A
16.463886,80.508553,11.400000,21-4-2024,N/A
16.463886,80.508553,11.400000,21-4-2024,N/A
16.464193,80.508553,15.700000,21-4-2024,N/A
16.464193,80.508553,15.700000,21-4-2024,N/A
16.464193,80.508553,15.700000,21-4-2024,N/A
16.464289,80.508598,17.100000,21-4-2024,N/A
16.464289,80.508598,17.100000,21-4-2024,N/A
16.464289,80.508598,17.100000,21-4-2024,N/A
16.464298,80.508598,15.200000,21-4-2024,N/A
16.464298,80.508598,15.200000,21-4-2024,N/A
16.464298,80.508598,15.200000,21-4-2024,N/A
16.464298,80.508583,14.400000,21-4-2024,N/A
16.464298,80.508583,14.400000,21-4-2024,N/A
16.464298,80.508583,14.400000,21-4-2024,N/A
16.464308,80.508591,13.000000,21-4-2024,N/A
16.464308,80.508591,13.000000,21-4-2024,N/A
16.464308,80.508591,13.000000,21-4-2024,N/A
16.464413,80.508553,12.500000,21-4-2024,N/A
16.464413,80.508553,12.500000,21-4-2024,N/A
16.464426,80.508568,22.100000,N/A,13:49:21
16.464426,80.508568,22.100000,N/A,13:49:21
